row_id,zone,state,lga,period,live_births_count
26806,North Central,Kogi,ko Mopa-Muro Local Government Area,24-Oct,74
26807,North Central,Kogi,ko Mopa-Muro Local Government Area,24-Nov,18
26808,North Central,Kogi,ko Mopa-Muro Local Government Area,24-Dec,37
26809,North Central,Kogi,ko Mopa-Muro Local Government Area,25-Jan,38
26810,North Central,Kogi,ko Mopa-Muro Local Government Area,25-Feb,49
26811,North Central,Kogi,ko Mopa-Muro Local Government Area,25-Mar,22
26812,North Central,Kogi,ko Mopa-Muro Local Government Area,25-Apr,10
26813,North Central,Kogi,ko Mopa-Muro Local Government Area,25-May,
26814,North Central,Kogi,ko Mopa-Muro Local Government Area,25-Jun,
26815,North Central,Kogi,ko Mopa-Muro Local Government Area,25-Jul,11
26816,North Central,Kogi,ko Mopa-Muro Local Government Area,25-Aug,51
26817,North Central,Kogi,ko Mopa-Muro Local Government Area,25-Sep,121
26818,North Central,Kogi,ko Mopa-Muro Local Government Area,25-Oct,65
26819,North Central,Kogi,ko Mopa-Muro Local Government Area,25-Nov,45
26820,North Central,Kogi,ko Mopa-Muro Local Government Area,25-Dec,15
26821,North Central,Kogi,ko Ofu Local Government Area,21-Jan,122
26822,North Central,Kogi,ko Ofu Local Government Area,21-Feb,
26823,North Central,Kogi,ko Ofu Local Government Area,21-Mar,5
26824,North Central,Kogi,ko Ofu Local Government Area,21-Apr,
26825,North Central,Kogi,ko Ofu Local Government Area,21-May,14
26826,North Central,Kogi,ko Ofu Local Government Area,21-Jun,13
26827,North Central,Kogi,ko Ofu Local Government Area,21-Jul,92
26828,North Central,Kogi,ko Ofu Local Government Area,21-Aug,100
26829,North Central,Kogi,ko Ofu Local Government Area,21-Sep,47
26830,North Central,Kogi,ko Ofu Local Government Area,21-Oct,44
26831,North Central,Kogi,ko Ofu Local Government Area,21-Nov,
26832,North Central,Kogi,ko Ofu Local Government Area,21-Dec,33
26833,North Central,Kogi,ko Ofu Local Government Area,22-Jan,40
26834,North Central,Kogi,ko Ofu Local Government Area,22-Feb,11
26835,North Central,Kogi,ko Ofu Local Government Area,22-Mar,8
26836,North Central,Kogi,ko Ofu Local Government Area,22-Apr,7
26837,North Central,Kogi,ko Ofu Local Government Area,22-May,
26838,North Central,Kogi,ko Ofu Local Government Area,22-Jun,34
26839,North Central,Kogi,ko Ofu Local Government Area,22-Jul,63
26840,North Central,Kogi,ko Ofu Local Government Area,22-Aug,52
26841,North Central,Kogi,ko Ofu Local Government Area,22-Sep,47
26842,North Central,Kogi,ko Ofu Local Government Area,22-Oct,64
26843,North Central,Kogi,ko Ofu Local Government Area,22-Nov,55
26844,North Central,Kogi,ko Ofu Local Government Area,22-Dec,25
26845,North Central,Kogi,ko Ofu Local Government Area,23-Jan,87
26846,North Central,Kogi,ko Ofu Local Government Area,23-Feb,120
26847,North Central,Kogi,ko Ofu Local Government Area,23-Mar,141
26848,North Central,Kogi,ko Ofu Local Government Area,23-Apr,103
26849,North Central,Kogi,ko Ofu Local Government Area,23-May,72
26850,North Central,Kogi,ko Ofu Local Government Area,23-Jun,95
26851,North Central,Kogi,ko Ofu Local Government Area,23-Jul,69
26852,North Central,Kogi,ko Ofu Local Government Area,23-Aug,31
26853,North Central,Kogi,ko Ofu Local Government Area,23-Sep,62
26854,North Central,Kogi,ko Ofu Local Government Area,23-Oct,54
26855,North Central,Kogi,ko Ofu Local Government Area,23-Nov,183
26856,North Central,Kogi,ko Ofu Local Government Area,23-Dec,130
26857,North Central,Kogi,ko Ofu Local Government Area,24-Jan,197
26858,North Central,Kogi,ko Ofu Local Government Area,24-Feb,184
26859,North Central,Kogi,ko Ofu Local Government Area,24-Mar,174
26860,North Central,Kogi,ko Ofu Local Government Area,24-Apr,97
26861,North Central,Kogi,ko Ofu Local Government Area,24-May,158
26862,North Central,Kogi,ko Ofu Local Government Area,24-Jun,135
26863,North Central,Kogi,ko Ofu Local Government Area,24-Jul,200
26864,North Central,Kogi,ko Ofu Local Government Area,24-Aug,188
26865,North Central,Kogi,ko Ofu Local Government Area,24-Sep,141
26866,North Central,Kogi,ko Ofu Local Government Area,24-Oct,173
26867,North Central,Kogi,ko Ofu Local Government Area,24-Nov,131
26868,North Central,Kogi,ko Ofu Local Government Area,24-Dec,127
26869,North Central,Kogi,ko Ofu Local Government Area,25-Jan,111
26870,North Central,Kogi,ko Ofu Local Government Area,25-Feb,95
26871,North Central,Kogi,ko Ofu Local Government Area,25-Mar,130
26872,North Central,Kogi,ko Ofu Local Government Area,25-Apr,147
26873,North Central,Kogi,ko Ofu Local Government Area,25-May,80
26874,North Central,Kogi,ko Ofu Local Government Area,25-Jun,93
26875,North Central,Kogi,ko Ofu Local Government Area,25-Jul,139
26876,North Central,Kogi,ko Ofu Local Government Area,25-Aug,100
26877,North Central,Kogi,ko Ofu Local Government Area,25-Sep,191
26878,North Central,Kogi,ko Ofu Local Government Area,25-Oct,145
26879,North Central,Kogi,ko Ofu Local Government Area,25-Nov,176
26880,North Central,Kogi,ko Ofu Local Government Area,25-Dec,152
26881,North Central,Kogi,ko Ogori/Magongo Local Government Area,21-Jan,23
26882,North Central,Kogi,ko Ogori/Magongo Local Government Area,21-Feb,
26883,North Central,Kogi,ko Ogori/Magongo Local Government Area,21-Mar,
26884,North Central,Kogi,ko Ogori/Magongo Local Government Area,21-Apr,
26885,North Central,Kogi,ko Ogori/Magongo Local Government Area,21-May,5
26886,North Central,Kogi,ko Ogori/Magongo Local Government Area,21-Jun,47
26887,North Central,Kogi,ko Ogori/Magongo Local Government Area,21-Jul,70
26888,North Central,Kogi,ko Ogori/Magongo Local Government Area,21-Aug,68
26889,North Central,Kogi,ko Ogori/Magongo Local Government Area,21-Sep,57
26890,North Central,Kogi,ko Ogori/Magongo Local Government Area,21-Oct,52
26891,North Central,Kogi,ko Ogori/Magongo Local Government Area,21-Nov,45
26892,North Central,Kogi,ko Ogori/Magongo Local Government Area,21-Dec,48
26893,North Central,Kogi,ko Ogori/Magongo Local Government Area,22-Jan,46
26894,North Central,Kogi,ko Ogori/Magongo Local Government Area,22-Feb,56
26895,North Central,Kogi,ko Ogori/Magongo Local Government Area,22-Mar,70
26896,North Central,Kogi,ko Ogori/Magongo Local Government Area,22-Apr,17
26897,North Central,Kogi,ko Ogori/Magongo Local Government Area,22-May,72
26898,North Central,Kogi,ko Ogori/Magongo Local Government Area,22-Jun,59
26899,North Central,Kogi,ko Ogori/Magongo Local Government Area,22-Jul,58
26900,North Central,Kogi,ko Ogori/Magongo Local Government Area,22-Aug,49
26901,North Central,Kogi,ko Ogori/Magongo Local Government Area,22-Sep,58
26902,North Central,Kogi,ko Ogori/Magongo Local Government Area,22-Oct,57
26903,North Central,Kogi,ko Ogori/Magongo Local Government Area,22-Nov,56
26904,North Central,Kogi,ko Ogori/Magongo Local Government Area,22-Dec,71
26905,North Central,Kogi,ko Ogori/Magongo Local Government Area,23-Jan,64
26906,North Central,Kogi,ko Ogori/Magongo Local Government Area,23-Feb,77
26907,North Central,Kogi,ko Ogori/Magongo Local Government Area,23-Mar,302
26908,North Central,Kogi,ko Ogori/Magongo Local Government Area,23-Apr,78
26909,North Central,Kogi,ko Ogori/Magongo Local Government Area,23-May,75
26910,North Central,Kogi,ko Ogori/Magongo Local Government Area,23-Jun,87
26911,North Central,Kogi,ko Ogori/Magongo Local Government Area,23-Jul,61
26912,North Central,Kogi,ko Ogori/Magongo Local Government Area,23-Aug,77
26913,North Central,Kogi,ko Ogori/Magongo Local Government Area,23-Sep,36
26914,North Central,Kogi,ko Ogori/Magongo Local Government Area,23-Oct,78
26915,North Central,Kogi,ko Ogori/Magongo Local Government Area,23-Nov,65
26916,North Central,Kogi,ko Ogori/Magongo Local Government Area,23-Dec,61
26917,North Central,Kogi,ko Ogori/Magongo Local Government Area,24-Jan,63
26918,North Central,Kogi,ko Ogori/Magongo Local Government Area,24-Feb,56
26919,North Central,Kogi,ko Ogori/Magongo Local Government Area,24-Mar,85
26920,North Central,Kogi,ko Ogori/Magongo Local Government Area,24-Apr,67
26921,North Central,Kogi,ko Ogori/Magongo Local Government Area,24-May,67
26922,North Central,Kogi,ko Ogori/Magongo Local Government Area,24-Jun,74
26923,North Central,Kogi,ko Ogori/Magongo Local Government Area,24-Jul,85
26924,North Central,Kogi,ko Ogori/Magongo Local Government Area,24-Aug,70
26925,North Central,Kogi,ko Ogori/Magongo Local Government Area,24-Sep,54
26926,North Central,Kogi,ko Ogori/Magongo Local Government Area,24-Oct,59
26927,North Central,Kogi,ko Ogori/Magongo Local Government Area,24-Nov,56
26928,North Central,Kogi,ko Ogori/Magongo Local Government Area,24-Dec,52
26929,North Central,Kogi,ko Ogori/Magongo Local Government Area,25-Jan,51
26930,North Central,Kogi,ko Ogori/Magongo Local Government Area,25-Feb,56
26931,North Central,Kogi,ko Ogori/Magongo Local Government Area,25-Mar,60
26932,North Central,Kogi,ko Ogori/Magongo Local Government Area,25-Apr,46
26933,North Central,Kogi,ko Ogori/Magongo Local Government Area,25-May,62
26934,North Central,Kogi,ko Ogori/Magongo Local Government Area,25-Jun,57
26935,North Central,Kogi,ko Ogori/Magongo Local Government Area,25-Jul,53
26936,North Central,Kogi,ko Ogori/Magongo Local Government Area,25-Aug,68
26937,North Central,Kogi,ko Ogori/Magongo Local Government Area,25-Sep,75
26938,North Central,Kogi,ko Ogori/Magongo Local Government Area,25-Oct,79
26939,North Central,Kogi,ko Ogori/Magongo Local Government Area,25-Nov,79
26940,North Central,Kogi,ko Ogori/Magongo Local Government Area,25-Dec,78
26941,North Central,Kogi,ko Okehi Local Government Area,21-Jan,97
26942,North Central,Kogi,ko Okehi Local Government Area,21-Feb,77
26943,North Central,Kogi,ko Okehi Local Government Area,21-Mar,
26944,North Central,Kogi,ko Okehi Local Government Area,21-Apr,
26945,North Central,Kogi,ko Okehi Local Government Area,21-May,
26946,North Central,Kogi,ko Okehi Local Government Area,21-Jun,
26947,North Central,Kogi,ko Okehi Local Government Area,21-Jul,70
26948,North Central,Kogi,ko Okehi Local Government Area,21-Aug,57
26949,North Central,Kogi,ko Okehi Local Government Area,21-Sep,123
26950,North Central,Kogi,ko Okehi Local Government Area,21-Oct,118
26951,North Central,Kogi,ko Okehi Local Government Area,21-Nov,97
26952,North Central,Kogi,ko Okehi Local Government Area,21-Dec,72
26953,North Central,Kogi,ko Okehi Local Government Area,22-Jan,125
26954,North Central,Kogi,ko Okehi Local Government Area,22-Feb,109
26955,North Central,Kogi,ko Okehi Local Government Area,22-Mar,100
26956,North Central,Kogi,ko Okehi Local Government Area,22-Apr,111
26957,North Central,Kogi,ko Okehi Local Government Area,22-May,170
26958,North Central,Kogi,ko Okehi Local Government Area,22-Jun,125
26959,North Central,Kogi,ko Okehi Local Government Area,22-Jul,112
26960,North Central,Kogi,ko Okehi Local Government Area,22-Aug,120
26961,North Central,Kogi,ko Okehi Local Government Area,22-Sep,131
26962,North Central,Kogi,ko Okehi Local Government Area,22-Oct,100
26963,North Central,Kogi,ko Okehi Local Government Area,22-Nov,114
26964,North Central,Kogi,ko Okehi Local Government Area,22-Dec,101
26965,North Central,Kogi,ko Okehi Local Government Area,23-Jan,91
26966,North Central,Kogi,ko Okehi Local Government Area,23-Feb,115
26967,North Central,Kogi,ko Okehi Local Government Area,23-Mar,115
26968,North Central,Kogi,ko Okehi Local Government Area,23-Apr,169
26969,North Central,Kogi,ko Okehi Local Government Area,23-May,174
26970,North Central,Kogi,ko Okehi Local Government Area,23-Jun,163
26971,North Central,Kogi,ko Okehi Local Government Area,23-Jul,148
26972,North Central,Kogi,ko Okehi Local Government Area,23-Aug,231
26973,North Central,Kogi,ko Okehi Local Government Area,23-Sep,208
26974,North Central,Kogi,ko Okehi Local Government Area,23-Oct,206
26975,North Central,Kogi,ko Okehi Local Government Area,23-Nov,108
26976,North Central,Kogi,ko Okehi Local Government Area,23-Dec,165
26977,North Central,Kogi,ko Okehi Local Government Area,24-Jan,223
26978,North Central,Kogi,ko Okehi Local Government Area,24-Feb,132
26979,North Central,Kogi,ko Okehi Local Government Area,24-Mar,150
26980,North Central,Kogi,ko Okehi Local Government Area,24-Apr,155
26981,North Central,Kogi,ko Okehi Local Government Area,24-May,178
26982,North Central,Kogi,ko Okehi Local Government Area,24-Jun,154
26983,North Central,Kogi,ko Okehi Local Government Area,24-Jul,163
26984,North Central,Kogi,ko Okehi Local Government Area,24-Aug,141
26985,North Central,Kogi,ko Okehi Local Government Area,24-Sep,186
26986,North Central,Kogi,ko Okehi Local Government Area,24-Oct,162
26987,North Central,Kogi,ko Okehi Local Government Area,24-Nov,229
26988,North Central,Kogi,ko Okehi Local Government Area,24-Dec,191
26989,North Central,Kogi,ko Okehi Local Government Area,25-Jan,126
26990,North Central,Kogi,ko Okehi Local Government Area,25-Feb,123
26991,North Central,Kogi,ko Okehi Local Government Area,25-Mar,140
26992,North Central,Kogi,ko Okehi Local Government Area,25-Apr,157
26993,North Central,Kogi,ko Okehi Local Government Area,25-May,175
26994,North Central,Kogi,ko Okehi Local Government Area,25-Jun,162
26995,North Central,Kogi,ko Okehi Local Government Area,25-Jul,210
26996,North Central,Kogi,ko Okehi Local Government Area,25-Aug,227
26997,North Central,Kogi,ko Okehi Local Government Area,25-Sep,264
26998,North Central,Kogi,ko Okehi Local Government Area,25-Oct,361
26999,North Central,Kogi,ko Okehi Local Government Area,25-Nov,332
27000,North Central,Kogi,ko Okehi Local Government Area,25-Dec,269
27001,North Central,Kogi,ko Okene Local Government Area,21-Jan,242
27002,North Central,Kogi,ko Okene Local Government Area,21-Feb,
27003,North Central,Kogi,ko Okene Local Government Area,21-Mar,
27004,North Central,Kogi,ko Okene Local Government Area,21-Apr,220
27005,North Central,Kogi,ko Okene Local Government Area,21-May,228
27006,North Central,Kogi,ko Okene Local Government Area,21-Jun,272
27007,North Central,Kogi,ko Okene Local Government Area,21-Jul,257
27008,North Central,Kogi,ko Okene Local Government Area,21-Aug,249
27009,North Central,Kogi,ko Okene Local Government Area,21-Sep,243
27010,North Central,Kogi,ko Okene Local Government Area,21-Oct,228
27011,North Central,Kogi,ko Okene Local Government Area,21-Nov,298
27012,North Central,Kogi,ko Okene Local Government Area,21-Dec,238
27013,North Central,Kogi,ko Okene Local Government Area,22-Jan,242
27014,North Central,Kogi,ko Okene Local Government Area,22-Feb,285
27015,North Central,Kogi,ko Okene Local Government Area,22-Mar,266
27016,North Central,Kogi,ko Okene Local Government Area,22-Apr,139
27017,North Central,Kogi,ko Okene Local Government Area,22-May,147
27018,North Central,Kogi,ko Okene Local Government Area,22-Jun,163
27019,North Central,Kogi,ko Okene Local Government Area,22-Jul,151
27020,North Central,Kogi,ko Okene Local Government Area,22-Aug,137
27021,North Central,Kogi,ko Okene Local Government Area,22-Sep,150
27022,North Central,Kogi,ko Okene Local Government Area,22-Oct,151
27023,North Central,Kogi,ko Okene Local Government Area,22-Nov,139
27024,North Central,Kogi,ko Okene Local Government Area,22-Dec,172
27025,North Central,Kogi,ko Okene Local Government Area,23-Jan,153
27026,North Central,Kogi,ko Okene Local Government Area,23-Feb,179
27027,North Central,Kogi,ko Okene Local Government Area,23-Mar,214
27028,North Central,Kogi,ko Okene Local Government Area,23-Apr,247
27029,North Central,Kogi,ko Okene Local Government Area,23-May,243
27030,North Central,Kogi,ko Okene Local Government Area,23-Jun,177
27031,North Central,Kogi,ko Okene Local Government Area,23-Jul,173
27032,North Central,Kogi,ko Okene Local Government Area,23-Aug,195
27033,North Central,Kogi,ko Okene Local Government Area,23-Sep,208
27034,North Central,Kogi,ko Okene Local Government Area,23-Oct,173
27035,North Central,Kogi,ko Okene Local Government Area,23-Nov,213
27036,North Central,Kogi,ko Okene Local Government Area,23-Dec,235
27037,North Central,Kogi,ko Okene Local Government Area,24-Jan,235
27038,North Central,Kogi,ko Okene Local Government Area,24-Feb,193
27039,North Central,Kogi,ko Okene Local Government Area,24-Mar,182
27040,North Central,Kogi,ko Okene Local Government Area,24-Apr,147
27041,North Central,Kogi,ko Okene Local Government Area,24-May,182
27042,North Central,Kogi,ko Okene Local Government Area,24-Jun,126
27043,North Central,Kogi,ko Okene Local Government Area,24-Jul,182
27044,North Central,Kogi,ko Okene Local Government Area,24-Aug,192
27045,North Central,Kogi,ko Okene Local Government Area,24-Sep,197
27046,North Central,Kogi,ko Okene Local Government Area,24-Oct,243
27047,North Central,Kogi,ko Okene Local Government Area,24-Nov,213
27048,North Central,Kogi,ko Okene Local Government Area,24-Dec,187
27049,North Central,Kogi,ko Okene Local Government Area,25-Jan,177
27050,North Central,Kogi,ko Okene Local Government Area,25-Feb,186
27051,North Central,Kogi,ko Okene Local Government Area,25-Mar,215
27052,North Central,Kogi,ko Okene Local Government Area,25-Apr,213
27053,North Central,Kogi,ko Okene Local Government Area,25-May,219
27054,North Central,Kogi,ko Okene Local Government Area,25-Jun,168
27055,North Central,Kogi,ko Okene Local Government Area,25-Jul,142
27056,North Central,Kogi,ko Okene Local Government Area,25-Aug,205
27057,North Central,Kogi,ko Okene Local Government Area,25-Sep,196
27058,North Central,Kogi,ko Okene Local Government Area,25-Oct,253
27059,North Central,Kogi,ko Okene Local Government Area,25-Nov,194
27060,North Central,Kogi,ko Okene Local Government Area,25-Dec,191
27061,North Central,Kogi,ko Olamaboro Local Government Area,21-Jan,3
27062,North Central,Kogi,ko Olamaboro Local Government Area,21-Feb,
27063,North Central,Kogi,ko Olamaboro Local Government Area,21-Mar,
